epoch,step,train_acc,train_f1,train_loss,val_acc,val_f1,val_loss
0,49,,,0.9485592246055603,,,
0,99,,,0.7310196161270142,,,
0,149,,,0.803501307964325,,,
0,199,,,0.700367271900177,,,
0,249,,,0.6210595965385437,,,
0,299,,,0.6392825841903687,,,
0,349,,,0.6027795076370239,,,
0,399,,,0.5811468958854675,,,
0,449,,,0.6466162204742432,,,
0,499,,,0.6715212464332581,,,
0,549,,,0.6220574975013733,,,
0,599,,,0.5531594157218933,,,
0,649,,,0.48254290223121643,,,
0,699,,,0.6715250611305237,,,
0,749,,,0.4939764440059662,,,
0,799,,,0.5206581950187683,,,
0,849,,,0.6528225541114807,,,
0,899,,,0.7749649882316589,,,
0,949,,,0.9053207635879517,,,
0,999,,,0.6610910892486572,,,
0,1049,,,0.5770147442817688,,,
0,1099,,,0.4857482612133026,,,
0,1149,,,0.44837483763694763,,,
0,1199,,,0.5195043683052063,,,
0,1249,,,0.5875234007835388,,,
0,1299,,,0.4503636360168457,,,
0,1349,,,0.391173392534256,,,
0,1399,,,0.43219131231307983,,,
0,1449,,,0.5358996391296387,,,
0,1499,,,0.897003710269928,,,
0,1549,,,0.39025139808654785,,,
0,1599,,,0.5094215273857117,,,
0,1649,,,0.43439605832099915,,,
0,1699,,,0.4920923411846161,,,
0,1749,,,0.5916675925254822,,,
0,1799,,,0.58603435754776,,,
0,1849,,,0.4551515579223633,,,
0,1899,,,0.29442334175109863,,,
0,1949,,,0.3907400071620941,,,
0,1999,,,0.5869253873825073,,,
0,2049,,,0.39872121810913086,,,
0,2099,,,0.6216727495193481,,,
0,2149,,,0.43509313464164734,,,
0,2199,,,0.39251458644866943,,,
0,2249,,,0.6938548684120178,,,
0,2299,,,0.5184517502784729,,,
0,2349,,,0.5178973078727722,,,
0,2399,,,0.4626986086368561,,,
0,2449,,,0.5470629930496216,,,
0,2499,,,0.6074540019035339,,,
0,2549,,,0.6031455397605896,,,
0,2599,,,0.5430421233177185,,,
0,2649,,,0.5152493715286255,,,
0,2699,,,0.4247840344905853,,,
0,2749,,,0.4532560706138611,,,
0,2799,,,0.33727630972862244,,,
0,2849,,,0.5815222859382629,,,
0,2899,,,0.5621522665023804,,,
0,2949,,,0.39602047204971313,,,
0,2999,,,0.43424510955810547,,,
0,3049,,,0.3576720654964447,,,
0,3099,,,0.4494609832763672,,,
0,3149,,,0.36758166551589966,,,
0,3199,,,0.42148199677467346,,,
0,3249,,,0.45286688208580017,,,
0,3299,,,0.4217281639575958,,,
0,3349,,,0.350536972284317,,,
0,3399,,,0.6329771280288696,,,
0,3449,,,0.38595476746559143,,,
0,3499,,,0.5196466445922852,,,
0,3549,,,0.3887231945991516,,,
0,3599,,,0.42231664061546326,,,
0,3649,,,0.36995047330856323,,,
0,3699,,,0.663322389125824,,,
0,3749,,,0.5514580607414246,,,
0,3799,,,0.6524632573127747,,,
0,3849,,,0.3893408179283142,,,
0,3899,,,0.5120489001274109,,,
0,3949,,,0.4976280927658081,,,
0,3999,,,0.47103437781333923,,,
0,4049,,,0.3407457768917084,,,
0,4099,,,0.5605820417404175,,,
0,4149,,,0.5234359502792358,,,
0,4199,,,0.44512230157852173,,,
0,4249,,,0.5037983059883118,,,
0,4299,,,0.5024040341377258,,,
0,4349,,,0.41370299458503723,,,
0,4399,,,0.5169511437416077,,,
0,4449,,,0.5016231536865234,,,
0,4499,,,0.46930432319641113,,,
0,4549,,,0.45341628789901733,,,
0,4599,,,0.46909862756729126,,,
0,4649,,,0.37658751010894775,,,
0,4699,,,0.47155866026878357,,,
0,4749,,,0.3731253743171692,,,
0,4799,,,0.5843183994293213,,,
0,4849,,,0.530260443687439,,,
0,4899,,,0.5153178572654724,,,
0,4949,,,0.36568912863731384,,,
0,4999,,,0.5304486751556396,,,
0,5049,,,0.5177055597305298,,,
0,5099,,,0.863530695438385,,,
0,5149,,,0.43706172704696655,,,
0,5199,,,0.6459669470787048,,,
0,5249,,,0.5374636054039001,,,
0,5299,,,0.33099061250686646,,,
0,5349,,,0.31192535161972046,,,
0,5399,,,0.6088616251945496,,,
